h_pwm,v_pwm,distance_cm,h_angle_deg,v_angle_deg,x_cm,y_cm,z_cm
1309,1135,1,30.883333333333333,-8.357142857142858,0.8491011551893597,0.5078411529194539,-0.1453430137899127
1309,1151,5,30.883333333333333,-6.3,4.265157292067542,2.5509591917859864,-0.5486715554552264
1309,1166,5,30.883333333333333,-4.371428571428571,4.278588044467713,2.558992025968102,-0.3811091139944253
1309,1182,1,30.883333333333333,-2.3142857142857145,0.85751425682623,0.5128729671017628,-0.04038092316914863
1309,1197,5,30.883333333333333,-0.38571428571428573,4.290974028091964,2.566399991633132,-0.03365966704660913
1309,1213,1,30.883333333333333,1.6714285714285715,0.8578491075567305,0.5130732388597201,0.02916779439926065
1309,1228,1,30.883333333333333,3.6,0.8565207627264998,0.51227876559121,0.06279051952931337
1309,1244,1,30.883333333333333,5.6571428571428575,0.8540343908729762,0.5107916848812581,0.09857542220244352
1309,1260,1,30.883333333333333,7.714285714285714,0.8504472090740364,0.5086462178431184,0.13423326581765546
1309,1275,1,30.883333333333333,9.642857142857142,0.8460885592322883,0.506039341445321,0.1675062233047364
1309,1291,1,30.883333333333333,11.7,0.8403829724618653,0.5026268719817417,0.20278729535651246
1309,1306,1,30.883333333333333,13.628571428571428,0.8340500480235542,0.4988391964751803,0.23562676726531598
1309,1322,24,30.883333333333333,15.685714285714285,19.83008772506477,11.860229551265839,6.48864976767247
1309,1337,39,30.883333333333333,17.614285714285714,31.901106496290407,19.079817055330057,11.801694177001618
1309,1353,43,30.883333333333333,19.67142857142857,34.74948694279324,20.783412440950084,14.47490671893964
1309,1368,52,30.883333333333333,21.6,41.49326645574009,24.816817344427996,19.142476739603254
1309,1384,37,30.883333333333333,23.65714285714286,29.085422340922026,17.395777080846184,14.846721759489547
1309,1400,59,30.883333333333333,25.714285714285715,45.62023508678037,27.285126914896683,25.59914060793593
1312,1011,1,31.733333333333334,-24.3,0.7751532793400339,0.4793676315628929,-0.4115143586051088
1312,1026,5,31.733333333333334,-22.37142857142857,3.9324639207510637,2.4319008461164446,-1.903046448894321
1312,1042,5,31.733333333333334,-20.314285714285713,3.9880293758262324,2.466263444206433,-1.735847436072092
1312,1057,5,31.733333333333334,-18.385714285714286,4.0354547429424805,2.4955920770284115,-1.5770622063622133
1312,1073,8,31.733333333333334,-16.32857142857143,6.5296024857210195,4.038014367032306,-2.249162366328087
1312,1088,5,31.733333333333334,-14.4,4.1189253588930725,2.547211688968128,-1.243449435824274
1312,1104,5,31.733333333333334,-12.342857142857143,4.1542332071290415,2.569046647337741,-1.0688057749605724
1312,1120,5,31.733333333333334,-10.285714285714286,4.184186445200762,2.587570226060526,-0.8927844739931834
1312,1135,14,31.733333333333334,-8.357142857142858,11.780636285778817,7.2853406740738365,-2.034802193058778
1312,1151,5,31.733333333333334,-6.3,4.226845096505063,2.613951042844041,-0.5486715554552264
1312,1166,5,31.733333333333334,-4.371428571428571,4.240155205848655,2.6221822349991113,-0.3811091139944253
1312,1182,1,31.733333333333334,-2.3142857142857145,0.8498115505353642,0.5255375434930292,-0.04038092316914863
1312,1197,1,31.733333333333334,-0.38571428571428573,0.8504859862309563,0.5259546257019991,-0.006731933409321826
1312,1213,1,31.733333333333334,1.6714285714285715,0.8501433934361898,0.5257427606412495,0.02916779439926065
1312,1228,1,31.733333333333334,3.6,0.84882698059426,0.5249286691279784,0.06279051952931337
1312,1244,5,31.733333333333334,5.6571428571428575,4.23181471410429,2.617024336709666,0.4928771110122176
1312,1260,1,31.733333333333334,7.714285714285714,0.8428079832358224,0.5212064214319433,0.13423326581765546
1312,1275,1,31.733333333333334,9.642857142857142,0.8384884853956749,0.5185351723972549,0.1675062233047364
1312,1291,1,31.733333333333334,11.7,0.8328341496205091,0.515038437466442,0.20278729535651246
1312,1306,1,31.733333333333334,13.628571428571428,0.8265581112998598,0.5111572313804288,0.23562676726531598
1312,1322,29,31.733333333333334,15.685714285714285,23.74612076026154,14.684994530816686,7.840451802604235
1312,1337,40,31.733333333333334,17.614285714285714,32.42518119427305,20.05226930772988,12.10430172000166
1312,1353,25,31.733333333333334,19.67142857142857,20.021712937759958,12.381759023167215,8.415643441243976
1312,1368,47,31.733333333333334,21.6,37.16665014992833,22.9844722719444,17.301853976179864
1312,1384,42,31.733333333333334,23.65714285714286,32.719316381439704,20.234167381039242,16.853035510771917
1312,1400,60,31.733333333333334,25.714285714285715,45.9767255906315,28.432768899800998,26.033024347053487
1316,1011,5,32.86666666666667,-24.3,3.8276008756432813,2.47302847806499,-2.057571793025544
1316,1026,5,32.86666666666667,-22.37142857142857,3.8835937994915235,2.509205733673846,-1.903046448894321
1316,1042,1,32.86666666666667,-20.314285714285713,0.7876937445971922,0.5089321289422896,-0.34716948721441837
1316,1057,5,32.86666666666667,-18.385714285714286,3.9853047182761845,2.5749215715725264,-1.5770622063622133
1316,1073,10,32.86666666666667,-16.32857142857143,8.060571005139504,5.20796767814114,-2.8114529579101086
1316,1088,5,32.86666666666667,-14.4,4.067738015333248,2.628182059744154,-1.243449435824274
1316,1104,1,32.86666666666667,-12.342857142857143,0.8205214160879988,0.5301422208779287,-0.21376115499211445
1316,1120,5,32.86666666666667,-10.285714285714286,4.132188079018567,2.669823507764804,-0.8927844739931834
1316,1135,5,32.86666666666667,-8.357142857142858,4.155083624370674,2.684616412646004,-0.7267150689495636
1316,1151,1,32.86666666666667,-6.3,0.8348633192323369,0.5394085827735214,-0.10973431109104527
1316,1166,5,32.86666666666667,-4.371428571428571,4.187461296064603,2.7055357578844412,-0.3811091139944253
1316,1182,15,32.86666666666667,-2.3142857142857145,12.588759623375338,8.133648743324024,-0.6057138475372295
1316,1197,1,32.86666666666667,-0.38571428571428573,0.8399166958028046,0.5426735899085855,-0.006731933409321826
1316,1213,37,32.86666666666667,1.6714285714285715,31.064399339609206,20.07083463422127,1.0792083927726441
1316,1228,5,32.86666666666667,3.6,4.191391536082269,2.70807510192921,0.31395259764656686
1316,1244,1,32.86666666666667,5.6571428571428575,0.8358448909127463,0.540042780224557,0.09857542220244352
1316,1260,5,32.86666666666667,7.714285714285714,4.161670550344756,2.6888722522818633,0.6711663290882773
1316,1275,1,32.86666666666667,9.642857142857142,0.828068292157592,0.5350182881709677,0.1675062233047364
1316,1291,1,32.86666666666667,11.7,0.8224842248147738,0.5314103995715845,0.20278729535651246
1316,1306,1,32.86666666666667,13.628571428571428,0.8162861810440913,0.5274058183074487,0.23562676726531598
1316,1322,17,32.86666666666667,15.685714285714285,13.747149251452463,8.882088988794598,4.596126918768
1316,1337,37,32.86666666666667,17.614285714285714,29.620555339694246,19.13796115924777,11.196479091001535
1316,1353,34,32.86666666666667,19.67142857142857,26.891138591651462,17.37447390816835,11.445275080091807
1316,1368,51,32.86666666666667,21.6,39.82857699140291,25.73340542566095,18.774352186918577
1316,1384,50,32.86666666666667,23.65714285714286,38.46750220705798,24.85400947717521,20.06313751282371
1316,1400,63,32.86666666666667,25.714285714285715,47.67562437295732,30.80341462301435,27.33467556440616
1320,1011,1,34.0,-24.3,0.7555875600805607,0.509650244494527,-0.4115143586051088
1320,1026,1,34.0,-22.37142857142857,0.7666408433477614,0.5171057781973257,-0.3806092897788642
1320,1042,5,34.0,-20.314285714285713,3.887367138762124,2.6220622431884277,-1.735847436072092
1320,1057,1,34.0,-18.385714285714286,0.7867190875155622,0.5306487248917491,-0.31541244127244267
1320,1073,1,34.0,-16.32857142857143,0.7955985193474339,0.5366379772870683,-0.2811452957910109
1320,1088,5,34.0,-14.4,4.014959163598846,2.7081241506219675,-1.243449435824274
1320,1104,8,34.0,-12.342857142857143,6.479001284809582,4.370141547237089,-1.7100892399369156
1320,1120,5,34.0,-10.285714285714286,4.078572988484444,2.751032217296226,-0.8927844739931834
1320,1135,1,34.0,-8.357142857142858,0.8202342928822978,0.5532550163553352,-0.1453430137899127
1320,1151,1,34.0,-6.3,0.8240309777250522,0.5558159126175397,-0.10973431109104527
1320,1166,1,34.0,-4.371428571428571,0.8266258072410655,0.5575661472258447,-0.07622182279888506
1320,1182,5,34.0,-2.3142857142857145,4.141806872983782,2.7936840109440597,-0.20190461584574315
1320,1197,5,34.0,-0.38571428571428573,4.145093933977045,2.7959011615793963,-0.03365966704660913
1320,1213,1,34.0,1.6714285714285715,0.8286848414186713,0.5589549833151095,0.02916779439926065
1320,1228,1,34.0,3.6,0.8274016562812241,0.5580894640112158,0.06279051952931337
1320,1244,1,34.0,5.6571428571428575,0.8249998135247357,0.5564694006158482,0.09857542220244352
1320,1260,1,34.0,7.714285714285714,0.8215345850200856,0.5541320744766565,0.13423326581765546
1320,1275,1,34.0,9.642857142857142,0.8173241160447249,0.5512920772928748,0.1675062233047364
1320,1291,1,34.0,11.7,0.811812501908394,0.5475744466163706,0.20278729535651246
1320,1306,47,34.0,13.628571428571428,37.86765925100475,25.542058677689617,11.074458061469851
1320,1322,52,34.0,15.685714285714285,41.50450400524933,27.995141438861285,14.058741163290353
1320,1337,63,34.0,17.614285714285714,49.780606119942,33.57744280147911,19.064275209002613
1320,1353,34,34.0,19.67142857142857,26.542226392451788,17.90295775766857,11.445275080091807
1320,1368,44,34.0,21.6,33.91606419870033,22.876674159797886,16.19748031812583
1320,1384,38,34.0,23.65714285714286,28.855973990373464,19.463600218290445,15.24798450974602
1320,1400,64,34.0,25.714285714285715,47.80397076438308,32.24418541946276,27.76855930352372
1323,1011,1,34.85,-24.3,0.7479438782064625,0.5208031179969091,-0.4115143586051088
1323,1026,1,34.85,-22.37142857142857,0.7588853441470917,0.5284218040285418,-0.3806092897788642
1323,1042,5,34.85,-20.314285714285713,3.8480417193053063,2.679441845826815,-1.735847436072092
1323,1057,5,34.85,-18.385714285714286,3.893802362976313,2.711305581328675,-1.5770622063622133
1323,1073,4,34.85,-16.32857142857143,3.1502003129463554,2.1935257351547173,-1.1245811831640435
1323,1088,1,34.85,-14.4,0.7948685993037047,0.5534774158562373,-0.2486898871648548
1323,1104,5,34.85,-12.342857142857143,4.008411469999303,2.791109403550666,-1.0688057749605724
1323,1120,5,34.85,-10.285714285714286,4.037313290639575,2.8112341197811603,-0.8927844739931834
1323,1135,1,34.85,-8.357142857142858,0.8119366311310247,0.5653621099526104,-0.1453430137899127
1323,1151,1,34.85,-6.3,0.8156949079154051,0.567979047298624,-0.10973431109104527
1323,1166,1,34.85,-4.371428571428571,0.8182634875930332,0.5697675829680917,-0.07622182279888506
1323,1182,4,34.85,-2.3142857142857145,3.279925990344658,2.283855423306329,-0.16152369267659453
1323,1197,1,34.85,-0.38571428571428573,0.8206322592654436,0.5714169897066993,-0.006731933409321826
1323,1213,1,34.85,1.6714285714285715,0.8203016921500192,0.5711868114948887,0.02916779439926065
1323,1228,1,34.85,3.6,0.8190314879819454,0.5703023516971671,0.06279051952931337
1323,1244,5,34.85,5.6571428571428575,4.083269713846989,2.843234179138288,0.4928771110122176
1323,1260,1,34.85,7.714285714285714,0.8132237692414439,0.5662583610761659,0.13423326581765546
1323,1275,5,34.85,9.642857142857142,4.045279471256661,2.81678107567557,0.8375311165236821
1323,1291,1,34.85,11.7,0.80360003675698,0.55955723010803,0.20278729535651246
1323,1306,7,34.85,13.628571428571428,5.582810097874897,3.8873837875778117,1.6493873708572118
1323,1322,5,34.85,15.685714285714285,3.9504457459024986,2.750747110701962,1.3518020349317648
1323,1337,25,34.85,17.614285714285714,19.554371067939137,13.61596467247248,7.565188575001038
1323,1353,27,34.85,19.67142857142857,20.864424448561806,14.528171998785192,9.088894916543495
1323,1368,37,34.85,21.6,28.23180911927765,19.658178433482274,13.620608449333085
1323,1384,37,34.85,23.65714285714286,27.812375105348583,19.36612103637912,14.846721759489547
1323,1400,62,34.85,25.714285714285715,45.84161404902376,31.920116236518194,26.900791825288604
1327,1011,1,35.983333333333334,-24.3,0.7374965398786517,0.5354948985086995,-0.4115143586051088
1327,1026,5,35.983333333333334,-22.37142857142857,3.7414258728554435,2.7166425328479615,-1.903046448894321
1327,1042,5,35.983333333333334,-20.314285714285713,3.794291972950653,2.755028512136343,-1.735847436072092
1327,1057,5,35.983333333333334,-18.385714285714286,3.83941342838781,2.7877911190007234,-1.5770622063622133
1327,1073,10,35.983333333333334,-16.32857142857143,7.765495174229066,5.638511945937825,-2.8114529579101086
1327,1088,5,35.983333333333334,-14.4,3.9188290640895813,2.845454667886148,-1.243449435824274
1327,1104,25,35.983333333333334,-12.342857142857143,19.762108332400572,14.3492309774335,-5.344028874802861
1327,1120,5,35.983333333333334,-10.285714285714286,3.9809197842393056,2.8905386270466606,-0.8927844739931834
1327,1135,5,35.983333333333334,-8.357142857142858,4.002977185238536,2.906554465861839,-0.7267150689495636
1327,1151,1,35.983333333333334,-6.3,0.8043012179293333,0.584001653941806,-0.10973431109104527
1327,1166,5,35.983333333333334,-4.371428571428571,4.034169597430137,2.9292032197170528,-0.3811091139944253
1327,1182,1,35.983333333333334,-2.3142857142857145,0.8085279321818055,0.5870706634859394,-0.04038092316914863
1327,1197,10,35.983333333333334,-0.38571428571428573,8.091696039712783,5.8753658020717054,-0.06731933409321826
1327,1213,1,35.983333333333334,1.6714285714285715,0.808843654243061,0.5872999087013498,0.02916779439926065
1327,1228,1,35.983333333333334,3.6,0.8075911923857085,0.5863904984208632,0.06279051952931337
1327,1244,1,35.983333333333334,5.6571428571428575,0.8052468569098123,0.5846882806885034,0.09857542220244352
1327,1260,1,35.983333333333334,7.714285714285714,0.8018645963127798,0.5822324274102821,0.13423326581765546
1327,1275,1,35.983333333333334,9.642857142857142,0.7977549385250525,0.5792484123526567,0.1675062233047364
1327,1291,1,35.983333333333334,11.7,0.7923752888729899,0.5753422585083042,0.20278729535651246
1327,1306,1,35.983333333333334,13.628571428571428,0.7864041388192026,0.5710066172962666,0.23562676726531598
1327,1322,1,35.983333333333334,15.685714285714285,0.7790531224261737,0.5656690576407752,0.27036040698635294
1327,1337,49,35.983333333333334,17.614285714285714,37.791218816995055,27.440135364237282,14.827769607002034
1327,1353,44,35.983333333333334,19.67142857142857,33.526351700194674,24.34342309459071,14.811532456589399
1327,1368,37,35.983333333333334,21.6,27.83746501129118,20.212732799280147,13.620608449333085
1327,1384,38,35.983333333333334,23.65714285714286,28.165075892011508,20.45061046491712,15.24798450974602
1327,1400,63,35.983333333333334,25.714285714285715,45.930347956800894,33.34994225416069,27.33467556440616
1330,1011,1,36.833333333333336,-24.3,0.7294714496621845,0.5463765521959898,-0.4115143586051088
1330,1026,5,36.833333333333336,-22.37142857142857,3.7007134375498763,2.7718467249269914,-1.903046448894321
1330,1042,1,36.833333333333336,-20.314285714285713,0.7506008547254536,0.5622025471595592,-0.34716948721441837
1330,1057,5,36.833333333333336,-18.385714285714286,3.7976347386244687,2.844441103144273,-1.5770622063622133
1330,1073,5,36.833333333333336,-16.32857142857143,3.8404973554327797,2.8765453462927444,-1.4057264789550543
1330,1088,1,36.833333333333336,-14.4,0.775237242151698,0.580655283626147,-0.2486898871648548
1330,1104,5,36.833333333333336,-12.342857142857143,3.9094132742614316,2.928163599671208,-1.0688057749605724
1330,1120,5,36.833333333333336,-10.285714285714286,3.9376012889168783,2.9492765167947295,-0.8927844739931834
1330,1135,5,36.833333333333336,-8.357142857142858,3.9594186716605804,2.965617809338755,-0.7267150689495636
1330,1151,18,36.833333333333336,-6.3,14.319885431708164,10.725642016067356,-1.9752175996388148
1330,1166,5,36.833333333333336,-4.371428571428571,3.990271662704595,2.9887268026782055,-0.3811091139944253
1330,1182,5,36.833333333333336,-2.3142857142857145,3.998649558939462,2.9950018749398852,-0.20190461584574315
1330,1197,5,36.833333333333336,-0.38571428571428573,4.001823006034896,2.9973787974135235,-0.03365966704660913
1330,1213,1,36.833333333333336,1.6714285714285715,0.8000421983102839,0.59923427863627,0.02916779439926065
1330,1228,1,36.833333333333336,3.6,0.7988033651533448,0.5983063884640804,0.06279051952931337
1330,1244,1,36.833333333333336,5.6571428571428575,0.7964845396326475,0.5965695804043141,0.09857542220244352
1330,1260,1,36.833333333333336,7.714285714285714,0.7931390832034438,0.5940638223651794,0.13423326581765546
1330,1275,1,36.833333333333336,9.642857142857142,0.7890741447773976,0.5910191699073749,0.1675062233047364
1330,1291,1,36.833333333333336,11.7,0.783753033940714,0.5870336401184487,0.20278729535651246
1330,1306,1,36.833333333333336,13.628571428571428,0.7778468591312656,0.5826098954598364,0.23562676726531598
1330,1322,43,36.833333333333336,15.685714285714285,33.134760820659515,24.818046523156777,11.625497500413177
1330,1337,39,36.833333333333336,17.614285714285714,29.751422651138963,22.28391493400164,11.801694177001618
1330,1353,33,36.833333333333336,19.67142857142857,24.87115029107392,18.628574636441602,11.10864934244205
1330,1368,45,36.833333333333336,21.6,33.48796721325629,25.082599290903858,16.56560487081051
1330,1384,49,36.833333333333336,23.65714285714286,35.922927443743525,26.906392636187043,19.661874762567237
1330,1400,59,36.833333333333336,25.714285714285715,42.546075813042734,31.867152885784222,25.59914060793593
1334,1011,1,37.96666666666667,-24.3,0.718521905290931,0.5606979617217424,-0.4115143586051088
1334,1026,4,37.96666666666667,-22.37142857142857,2.9161318610240126,2.275601033939184,-1.5224371591154569
1334,1042,5,37.96666666666667,-20.314285714285713,3.6966707641545993,2.8846939075275553,-1.735847436072092
1334,1057,5,37.96666666666667,-18.385714285714286,3.740631314987205,2.918998486227945,-1.5770622063622133
1334,1073,5,37.96666666666667,-16.32857142857143,3.782850553463399,2.951944233302227,-1.4057264789550543
1334,1088,1,37.96666666666667,-14.4,0.763600742073293,0.5958751939181962,-0.2486898871648548
1334,1104,5,37.96666666666667,-12.342857142857143,3.8507320275424317,3.004915484247416,-1.0688057749605724
1334,1120,1,37.96666666666667,-10.285714285714286,0.7756993866446171,0.605316360987404,-0.17855689479863668
1334,1135,27,37.96666666666667,-8.357142857142858,21.059928891345955,16.434097717036646,-3.9242613723276434
1334,1151,5,37.96666666666667,-6.3,3.918039016355862,3.057438436100968,-0.5486715554552264
1334,1166,43,37.96666666666667,-4.371428571428571,33.80123972194781,26.37676885868958,-3.2775383803520577
1334,1182,4,37.96666666666667,-2.3142857142857145,3.150903083058785,2.4588045586981404,-0.16152369267659453
1334,1197,8,37.96666666666667,-0.38571428571428573,6.306807466726458,4.921511878100877,-0.05385546727457461
1334,1213,1,37.96666666666667,1.6714285714285715,0.7880333697902226,0.6149411743142172,0.02916779439926065
1334,1228,1,37.96666666666667,3.6,0.78681313182111,0.6139889626459871,0.06279051952931337
1334,1244,1,37.96666666666667,5.6571428571428575,0.7845291124370201,0.6122066300493579,0.09857542220244352
1334,1260,1,37.96666666666667,7.714285714285714,0.7812338721247467,0.6096351920557913,0.13423326581765546
1334,1275,1,37.96666666666667,9.642857142857142,0.777229949415879,0.606510734352801,0.1675062233047364
1334,1291,1,37.96666666666667,11.7,0.7719887097506274,0.6024207374082934,0.20278729535651246
1334,1306,1,37.96666666666667,13.628571428571428,0.7661711880655341,0.5978810392764972,0.23562676726531598
1334,1322,43,37.96666666666667,15.685714285714285,32.63739997945771,25.46856749895409,11.625497500413177
1334,1337,24,37.96666666666667,17.614285714285714,18.033751717556182,14.072622916256895,7.2625810320009965
1334,1353,44,37.96666666666667,19.67142857142857,32.66377101245982,25.48914611227666,14.811532456589399
1334,1368,40,37.96666666666667,21.6,29.32027080707342,22.880048551893566,14.724982107387119
1334,1384,39,37.96666666666667,23.65714285714286,28.16254910447456,21.97662139941814,15.649247260002495
1334,1400,62,37.96666666666667,25.714285714285715,44.03833606754088,34.3652783427519,26.900791825288604
1337,1011,1,38.81666666666667,-24.3,0.7101250218079347,0.5712953579927866,-0.4115143586051088
1337,1026,1,38.81666666666667,-22.37142857142857,0.7205132460665941,0.5796526811605447,-0.3806092897788642
1337,1042,1,38.81666666666667,-20.314285714285713,0.7306940505729278,0.5878431352024156,-0.34716948721441837
1337,1057,1,38.81666666666667,-18.385714285714286,0.7393834132461654,0.5948337247559254,-0.31541244127244267
1337,1073,1,38.81666666666667,-16.32857142857143,0.7477285833579889,0.6015474115014044,-0.2811452957910109
1337,1088,7,38.81666666666667,-14.4,5.282739367263345,4.249962169083475,-1.7408292101539835
1337,1104,1,38.81666666666667,-12.342857142857143,0.7611462211240108,0.6123418968885568,-0.21376115499211445
1337,1120,1,38.81666666666667,-10.285714285714286,0.7666343082948497,0.6167570613014058,-0.17855689479863668
1337,1135,5,38.81666666666667,-8.357142857142858,3.854410301954646,3.10087188267228,-0.7267150689495636
1337,1151,1,38.81666666666667,-6.3,0.7744503045616925,0.6230450278540672,-0.10973431109104527
1337,1166,1,38.81666666666667,-4.371428571428571,0.7768890071873027,0.6250069633538035,-0.07622182279888506
1337,1182,1,38.81666666666667,-2.3142857142857145,0.7785201481316795,0.6263192157335069,-0.04038092316914863
1337,1197,5,38.81666666666667,-0.38571428571428573,3.895690024260785,3.1340814063596554,-0.03365966704660913
1337,1213,5,38.81666666666667,1.6714285714285715,3.894120762268745,3.1328189355777574,0.14583897199630325
1337,1228,1,38.81666666666667,3.6,0.7776181745871783,0.6255935782989972,0.06279051952931337
1337,1244,1,38.81666666666667,5.6571428571428575,0.775360847005384,0.6237775589652961,0.09857542220244352
1337,1260,44,38.81666666666667,7.714285714285714,33.97258110206449,27.33093087359515,5.906263695976841
1337,1275,1,38.81666666666667,9.642857142857142,0.7681469844057898,0.6179740087596526,0.1675062233047364
1337,1291,1,38.81666666666667,11.7,0.7629669955923932,0.6138067093790256,0.20278729535651246
1337,1306,1,38.81666666666667,13.628571428571428,0.7572174593805191,0.6091812092944172,0.23562676726531598
1337,1322,33,38.81666666666667,15.685714285714285,24.754595887641717,19.915064650998925,8.921893430549646
1337,1337,12,38.81666666666667,17.614285714285714,8.911501679634387,7.169300314694476,3.6312905160004982
1337,1353,33,38.81666666666667,19.67142857142857,24.211538574972774,19.478175212767418,11.10864934244205
1337,1368,44,38.81666666666667,21.6,31.875386918987232,25.64373880908913,16.19748031812583
1337,1384,39,38.81666666666667,23.65714285714286,27.83343228608239,22.391987570811366,15.649247260002495
1337,1400,62,38.81666666666667,25.714285714285715,43.52368957726521,35.01479465532165,26.900791825288604
1341,1011,1,39.95,-24.3,0.6986863903360422,0.5852292376676149,-0.4115143586051088
1341,1026,1,39.95,-22.37142857142857,0.708907281990874,0.5937903957410728,-0.3806092897788642
1341,1042,5,39.95,-20.314285714285713,3.594620474962652,3.010903073773918,-1.735847436072092
1341,1057,1,39.95,-18.385714285714286,0.7274734901751256,0.6093417046148895,-0.31541244127244267
1341,1073,1,39.95,-16.32857142857143,0.7356842370198512,0.6162191380143142,-0.2811452957910109
1341,1088,5,39.95,-14.4,3.712603903990164,3.1097276010328114,-1.243449435824274
1341,1104,15,39.95,-12.342857142857143,11.233286169830718,9.40915350950277,-3.2064173248817167
1341,1120,5,39.95,-10.285714285714286,3.7714271510008066,3.1589987539868787,-0.8927844739931834
1341,1135,5,39.95,-8.357142857142858,3.7923237993930585,3.1765020713228926,-0.7267150689495636
1341,1151,1,39.95,-6.3,0.7619755270857171,0.6382410806989921,-0.10973431109104527
1341,1166,1,39.95,-4.371428571428571,0.7643749473036565,0.640250867757122,-0.07622182279888506
1341,1182,1,39.95,-2.3142857142857145,0.7659798139729853,0.6415951259399639,-0.04038092316914863
1341,1197,1,39.95,-0.38571428571428573,0.7665877183116836,0.6421043148945965,-0.006731933409321826
1341,1213,1,39.95,1.6714285714285715,0.7662789214201394,0.6418456624119775,0.02916779439926065
1341,1228,1,39.95,3.6,0.7650923693391071,0.6408517902263442,0.06279051952931337
1341,1244,5,39.95,5.6571428571428575,3.8143570129585513,3.1949573911296794,0.4928771110122176
1341,1260,1,39.95,7.714285714285714,0.7596671306800002,0.636307536425856,0.13423326581765546
1341,1275,1,39.95,9.642857142857142,0.7557737402571841,0.6330463795740799,0.1675062233047364
1341,1291,5,39.95,11.7,3.7533859512428442,3.1438871993222985,1.0139364767825623
1341,1306,5,39.95,13.628571428571428,3.7251013353047013,3.120195619735011,1.1781338363265799
1341,1322,37,39.95,15.685714285714285,27.308075399063615,22.87361592985553,10.00333505849506
1341,1337,39,39.95,17.614285714285714,28.495856978518603,23.868517960115128,11.801694177001618
1341,1353,39,39.95,19.67142857142857,28.15273055449296,23.58111059347161,13.128403768340604
1341,1368,44,39.95,21.6,31.361940986520292,26.269188965439053,16.19748031812583
1341,1384,53,39.95,23.65714285714286,37.215640297452175,31.172327244151546,21.266925763593136
1341,1400,65,39.95,25.714285714285715,44.894675767288824,37.604391953288975,28.202443042641278
1344,1011,1,40.8,-24.3,0.689927774117842,0.5955296794976939,-0.4115143586051088
1344,1026,5,40.8,-22.37142857142857,3.5001026918862457,3.0212075995537555,-1.903046448894321
1344,1042,5,40.8,-20.314285714285713,3.549558911397431,3.063897063088287,-1.735847436072092
1344,1057,7,40.8,-18.385714285714286,5.028478025676234,4.340465798497735,-2.2078870889070985
1344,1073,1,40.8,-16.32857142857143,0.7264618219578702,0.6270650236556307,-0.2811452957910109
1344,1088,5,40.8,-14.4,3.666063319809611,3.1644609707965787,-1.243449435824274
1344,1104,1,40.8,-12.342857142857143,0.7394978376924837,0.6383174105917669,-0.21376115499211445
1344,1120,5,40.8,-10.285714285714286,3.7241491683931467,3.214599330329263,-0.8927844739931834
1344,1135,5,40.8,-8.357142857142858,3.744783859881635,3.2324107182305335,-0.7267150689495636
1344,1151,37,40.8,-6.3,27.83967056524727,24.03055901067592,-4.060169510368675
1344,1166,19,40.8,-4.371428571428571,14.341064535247687,12.378874842735419,-1.4482146331788162
1344,1182,5,40.8,-2.3142857142857145,3.781888093021289,3.264438233136596,-0.20190461584574315
1344,1197,1,40.8,-0.38571428571428573,0.756977902355417,0.6534057976618859,-0.006731933409321826
1344,1213,1,40.8,1.6714285714285715,0.7566729764902729,0.6531425927155827,0.02916779439926065
1344,1228,1,40.8,3.6,0.7555012988284998,0.6521312276878701,0.06279051952931337
1344,1244,1,40.8,5.6571428571428575,0.753308173750331,0.6502381729017077,0.09857542220244352
1344,1260,1,40.8,7.714285714285714,0.7501440700576125,0.6475069918582551,0.13423326581765546
1344,1275,1,40.8,9.642857142857142,0.7462994865286657,0.6441884363765261,0.1675062233047364
1344,1291,1,40.8,11.7,0.7412668260220929,0.6398443603573628,0.20278729535651246
1344,1306,1,40.8,13.628571428571428,0.7356808170813445,0.6350226467824766,0.23562676726531598
1344,1322,49,40.8,15.685714285714285,35.711393237737376,30.825247753619703,13.247659942331294
1344,1337,37,40.8,17.614285714285714,26.695630602047885,23.04305020442758,11.196479091001535
1344,1353,40,40.8,19.67142857142857,28.512628321327075,24.61144056354009,13.465029505990362
1344,1368,43,40.8,21.6,30.264956715182866,26.124009858350657,15.829355765441154
1344,1384,45,40.8,23.65714285714286,31.202075571967104,26.932909156752636,18.05682376154134
1344,1400,64,40.8,25.714285714285715,43.649854611090674,37.67754379782914,27.76855930352372
1348,1011,1,41.93333333333333,-24.3,0.6780137604764876,0.6090593347666202,-0.4115143586051088
1348,1026,5,41.93333333333333,-22.37142857142857,3.4396611894831963,3.0898454839868204,-1.903046448894321
1348,1042,15,41.93333333333333,-20.314285714285713,10.464790123690554,9.400514388864375,-5.207542308216276
1348,1057,34,41.93333333333333,-18.385714285714286,24.002269802957457,21.561223873693283,-10.724023003263051
1348,1073,5,41.93333333333333,-16.32857142857143,3.569584601649381,3.206555603452441,-1.4057264789550543
1348,1088,1,41.93333333333333,-14.4,0.7205511854591535,0.6472706768851345,-0.2486898871648548
1348,1104,1,41.93333333333333,-12.342857142857143,0.7267278237047362,0.6528191471378693,-0.21376115499211445
1348,1120,14,41.93333333333333,-10.285714285714286,10.247548418101154,9.205366301313967,-2.4997965271809135
1348,1135,1,41.93333333333333,-8.357142857142858,0.7360234164384666,0.6611693722464106,-0.1453430137899127
